no_matricula_inmobiliaria;estado_folio;matriculas_matriz;matriculas_derivadas
20958807;ACTIVO;545544;
20958808;ACTIVO;545544;
20958809;ACTIVO;545544;
20958810;ACTIVO;545544;
20958811;ACTIVO;545544;
20958812;ACTIVO;545544;
20958813;ACTIVO;545544;
20958814;ACTIVO;545544;
20958815;ACTIVO;545544;
20958816;ACTIVO;545544;
20958817;ACTIVO;545544;
20958818;ACTIVO;545544;
20958819;ACTIVO;545544;
20958820;ACTIVO;545544;
20958821;ACTIVO;545544;
20958822;ACTIVO;545544;
20958823;ACTIVO;545544;
20958824;ACTIVO;545544;
20958825;ACTIVO;545544;
20958826;ACTIVO;545544;
20958827;ACTIVO;545544;
20958828;ACTIVO;545544;
20958829;ACTIVO;545544;
20958850;ACTIVO;20927098, 20927104;20958957
20958850;ACTIVO;20927098, 20927104;20958958
20958850;ACTIVO;20927098, 20927104;20958959
20958850;ACTIVO;20927098, 20927104;20958960
20958850;ACTIVO;20927098, 20927104;20958961
20958850;ACTIVO;20927098, 20927104;20958962
20958850;ACTIVO;20927098, 20927104;20958963
20958850;ACTIVO;20927098, 20927104;20958964
20958850;ACTIVO;20927098, 20927104;20958965
20958850;ACTIVO;20927098, 20927104;20958966
20958850;ACTIVO;20927098, 20927104;20958967
20958850;ACTIVO;20927098, 20927104;20958968
20958850;ACTIVO;20927098, 20927104;20958969
20958850;ACTIVO;20927098, 20927104;20958970
20958850;ACTIVO;20927098, 20927104;20958971
20958850;ACTIVO;20927098, 20927104;20958972
20958850;ACTIVO;20927098, 20927104;20958973
20958850;ACTIVO;20927098, 20927104;20958974
20958850;ACTIVO;20927098, 20927104;20958975
20958850;ACTIVO;20927098, 20927104;20958976
20958850;ACTIVO;20927098, 20927104;20958977
20958850;ACTIVO;20927098, 20927104;20958978
20958850;ACTIVO;20927098, 20927104;20958979
20958850;ACTIVO;20927098, 20927104;20958980
20958850;ACTIVO;20927098, 20927104;20958981
20958850;ACTIVO;20927098, 20927104;20958982
20958850;ACTIVO;20927098, 20927104;20958983
20958850;ACTIVO;20927098, 20927104;20958984
20958850;ACTIVO;20927098, 20927104;20958985
20958850;ACTIVO;20927098, 20927104;20958986
20958850;ACTIVO;20927098, 20927104;20958987
20958850;ACTIVO;20927098, 20927104;20958988
20958850;ACTIVO;20927098, 20927104;20958989
20958850;ACTIVO;20927098, 20927104;20958990
20958850;ACTIVO;20927098, 20927104;20958991
20958850;ACTIVO;20927098, 20927104;20958992
20958850;ACTIVO;20927098, 20927104;20958993
20958850;ACTIVO;20927098, 20927104;20958994
20958850;ACTIVO;20927098, 20927104;20958995
20958850;ACTIVO;20927098, 20927104;20958996
20958850;ACTIVO;20927098, 20927104;20958997
20958850;ACTIVO;20927098, 20927104;20958998
20958850;ACTIVO;20927098, 20927104;20958999
20958850;ACTIVO;20927098, 20927104;20959000
20958850;ACTIVO;20927098, 20927104;20959001
20958850;ACTIVO;20927098, 20927104;20959002
20958850;ACTIVO;20927098, 20927104;20959003
20958850;ACTIVO;20927098, 20927104;20959004
20958850;ACTIVO;20927098, 20927104;20959005
20958850;ACTIVO;20927098, 20927104;20959006
20958850;ACTIVO;20927098, 20927104;20959007
20958850;ACTIVO;20927098, 20927104;20959008
20958850;ACTIVO;20927098, 20927104;20959009
20958850;ACTIVO;20927098, 20927104;20959010
20958850;ACTIVO;20927098, 20927104;20959011
20958850;ACTIVO;20927098, 20927104;20959012
20958850;ACTIVO;20927098, 20927104;20959013
20958850;ACTIVO;20927098, 20927104;20959014
20958850;ACTIVO;20927098, 20927104;20959015
20958850;ACTIVO;20927098, 20927104;20959016
20958850;ACTIVO;20927098, 20927104;20959017
20958850;ACTIVO;20927098, 20927104;20959018
20958850;ACTIVO;20927098, 20927104;20959019
20958850;ACTIVO;20927098, 20927104;20959020
20958850;ACTIVO;20927098, 20927104;20959021
20958850;ACTIVO;20927098, 20927104;20959022
20958850;ACTIVO;20927098, 20927104;20959023
20958850;ACTIVO;20927098, 20927104;20959024
20958850;ACTIVO;20927098, 20927104;20959025
20958850;ACTIVO;20927098, 20927104;20959026
20958850;ACTIVO;20927098, 20927104;20959027
20958850;ACTIVO;20927098, 20927104;20959028
20958850;ACTIVO;20927098, 20927104;20959029
20958850;ACTIVO;20927098, 20927104;20959030
20958850;ACTIVO;20927098, 20927104;20959031
20958850;ACTIVO;20927098, 20927104;20959032
20959245;ACTIVO;20832726;
20959246;ACTIVO;20832726;
20959251;ACTIVO;20879367;
20959252;ACTIVO;20879367;
20959253;ACTIVO;20879367;
20959254;ACTIVO;20879367;
20959255;ACTIVO;20879367;
20959256;ACTIVO;20879367;
20959257;ACTIVO;20879367;
20959258;ACTIVO;20879367;
20959259;ACTIVO;20879367;
20959260;ACTIVO;20879367;
20959261;ACTIVO;20879367;
20959262;ACTIVO;20879367;
20959263;ACTIVO;20879367;
20959264;ACTIVO;20264357;
20959265;ACTIVO;20264357;
20959266;ACTIVO;20264357;
20959267;ACTIVO;20264357;
20959291;ACTIVO;117295;
20959292;ACTIVO;117295;
20959293;ACTIVO;117295;
20959294;ACTIVO;117295;
20959295;ACTIVO;117295;
20959296;ACTIVO;117295;
20959297;ACTIVO;117295;
20959298;ACTIVO;117295;
20959299;ACTIVO;117295;
20959300;ACTIVO;117295;
20959301;ACTIVO;117295;
20959302;ACTIVO;117295;
20959303;ACTIVO;117295;
20959304;ACTIVO;117295;
20959305;ACTIVO;117295;
20959306;ACTIVO;117295;
20959307;ACTIVO;117295;
20959308;ACTIVO;117295;
20959309;ACTIVO;117295;
20959310;ACTIVO;117295;
20959311;ACTIVO;117295;
20959312;ACTIVO;117295;
20959313;ACTIVO;117295;
20959314;ACTIVO;117295;
20959315;ACTIVO;117295;
20959316;ACTIVO;117295;
20959317;ACTIVO;117295;
20959318;ACTIVO;117295;
20959319;ACTIVO;117295;
20959320;ACTIVO;117295;
20959321;ACTIVO;117295;
20959322;ACTIVO;117295;
20959323;ACTIVO;117295;
20959324;ACTIVO;117295;
20959325;ACTIVO;117295;
20959326;ACTIVO;117295;
20959327;ACTIVO;117295;
20959328;ACTIVO;117295;
20959329;ACTIVO;117295;
20959330;ACTIVO;117295;
20959331;ACTIVO;117295;
20959332;ACTIVO;117295;
20959333;ACTIVO;117295;
20959334;ACTIVO;117295;
20959335;ACTIVO;117295;
20959336;ACTIVO;117295;
20959337;ACTIVO;117295;
20959338;ACTIVO;117295;
20959339;ACTIVO;117295;
20959340;ACTIVO;117295;
20959341;ACTIVO;117295;
20959342;ACTIVO;117295;
20959343;ACTIVO;117295;
20959344;ACTIVO;117295;
20959345;ACTIVO;117295;
20959346;ACTIVO;117295;
20959347;ACTIVO;117295;
20959348;ACTIVO;117295;
20959349;ACTIVO;117295;
20959350;ACTIVO;117295;
20959351;ACTIVO;117295;
20959352;ACTIVO;117295;
20959353;ACTIVO;117295;
20959354;ACTIVO;117295;
20959355;ACTIVO;117295;
20959356;ACTIVO;117295;
20959357;ACTIVO;117295;
20959358;ACTIVO;117295;
20959359;ACTIVO;117295;
20959360;ACTIVO;117295;
20959361;ACTIVO;117295;
20959362;ACTIVO;117295;
20959363;ACTIVO;117295;
20959364;ACTIVO;117295;
20959365;ACTIVO;117295;
20959366;ACTIVO;117295;
20959367;ACTIVO;117295;
20959368;ACTIVO;117295;
20959369;ACTIVO;117295;
20959370;ACTIVO;117295;
20959371;ACTIVO;117295;
20959372;ACTIVO;117295;
20959373;ACTIVO;117295;
20959374;ACTIVO;117295;
20959375;ACTIVO;117295;
20959376;ACTIVO;117295;
20959377;ACTIVO;117295;
20959378;ACTIVO;117295;
20959379;ACTIVO;117295;
20959380;ACTIVO;117295;
20959381;ACTIVO;117295;
20959382;ACTIVO;117295;
20959383;ACTIVO;117295;
20959384;ACTIVO;117295;
20959385;ACTIVO;117295;
20959386;ACTIVO;117295;
20959387;ACTIVO;117295;
20959388;ACTIVO;117295;
20959389;ACTIVO;117295;
20959390;ACTIVO;117295;
20959391;ACTIVO;117295;
20959392;ACTIVO;117295;
20959393;ACTIVO;117295;
20959394;ACTIVO;117295;
20959395;ACTIVO;117295;
20959396;ACTIVO;117295;
20959397;ACTIVO;117295;
20959398;ACTIVO;117295;
20959399;ACTIVO;117295;
20959400;ACTIVO;117295;
20959401;ACTIVO;117295;
20959402;ACTIVO;117295;
20959403;ACTIVO;117295;
20959404;ACTIVO;117295;
20959405;ACTIVO;117295;
20959406;ACTIVO;117295;
20959407;ACTIVO;117295;
20959408;ACTIVO;117295;
20959409;ACTIVO;117295;
20959410;ACTIVO;117295;
20959411;ACTIVO;117295;
20959412;ACTIVO;117295;
20959413;ACTIVO;117295;
20959414;ACTIVO;117295;
20959415;ACTIVO;117295;
20959416;ACTIVO;117295;
20959417;ACTIVO;117295;
20959418;ACTIVO;117295;
20959419;ACTIVO;117295;
20959420;ACTIVO;117295;
20959421;ACTIVO;117295;
20959422;ACTIVO;117295;
20959423;ACTIVO;117295;
20959424;ACTIVO;117295;
20959425;ACTIVO;117295;
20959426;ACTIVO;117295;
20959427;ACTIVO;117295;
20959428;ACTIVO;117295;
20959429;ACTIVO;117295;
20959430;ACTIVO;117295;
20959431;ACTIVO;117295;
20959432;ACTIVO;117295;
20959433;ACTIVO;117295;
20959434;ACTIVO;117295;
20959435;ACTIVO;117295;
20959436;ACTIVO;117295;
20959437;ACTIVO;117295;
20959438;ACTIVO;117295;
20959439;ACTIVO;117295;
20959440;ACTIVO;117295;
20959441;ACTIVO;117295;
20959442;ACTIVO;117295;
20959443;ACTIVO;117295;
20959444;ACTIVO;117295;
20959445;ACTIVO;117295;
20959520;ACTIVO;286829;
20959521;ACTIVO;286829;20959522
20959521;ACTIVO;286829;20959523
20959521;ACTIVO;286829;20959524
20959521;ACTIVO;286829;20959525
20959521;ACTIVO;286829;20959526
20959521;ACTIVO;286829;20959527
20959521;ACTIVO;286829;20959528
20959521;ACTIVO;286829;20959529
20959521;ACTIVO;286829;20959530
20959521;ACTIVO;286829;20959531
20959521;ACTIVO;286829;20959532
20959521;ACTIVO;286829;20959533
20959521;ACTIVO;286829;20959534
20959521;ACTIVO;286829;20959535
20959521;ACTIVO;286829;20959536
20959521;ACTIVO;286829;20959537
20959557;ACTIVO;20793725;
20959558;ACTIVO;20793725;
20959646;ACTIVO;770966;
20959647;ACTIVO;770966;
20959648;ACTIVO;770966;
20959649;ACTIVO;770966;
20959650;ACTIVO;770966;
20959651;ACTIVO;770966;
20959652;ACTIVO;770966;
20959653;ACTIVO;770966;
20959654;ACTIVO;770966;
20959655;ACTIVO;770966;
20959656;ACTIVO;770966;
20959657;ACTIVO;770966;
20959658;ACTIVO;770966;
20959659;ACTIVO;770966;
20959660;ACTIVO;770966;
20959661;ACTIVO;770966;
20959662;ACTIVO;770966;
20959663;ACTIVO;770966;
20959664;ACTIVO;20277854;
20959665;ACTIVO;20277854;
20959666;ACTIVO;20277854;
20959667;ACTIVO;20277854;
20959668;ACTIVO;20277854;
20959669;ACTIVO;20277854;
20959670;ACTIVO;20277854;
20959674;ACTIVO;523375;
20959680;ACTIVO;523375;
20959681;ACTIVO;523375;
20959682;ACTIVO;523375;
20959683;ACTIVO;523375;
20959684;ACTIVO;523375;
20959685;ACTIVO;523375;
20959686;ACTIVO;523375;
20959687;ACTIVO;523375;
20959688;ACTIVO;523375;
20959689;ACTIVO;523375;
20959690;ACTIVO;523375;
20959691;ACTIVO;523375;
20959692;ACTIVO;523375;
20959693;ACTIVO;523375;
20959694;ACTIVO;523375;
20959695;ACTIVO;523375;
20959696;ACTIVO;523375;
20959697;ACTIVO;523375;
20959698;ACTIVO;523375;
20959699;ACTIVO;523375;
20959700;ACTIVO;523375;
20959701;ACTIVO;523375;
20959702;ACTIVO;523375;
20959703;ACTIVO;523375;
20959704;ACTIVO;523375;
20959705;ACTIVO;523375;
20959706;ACTIVO;523375;
20959707;ACTIVO;523375;
20959708;ACTIVO;523375;
20959709;ACTIVO;523375;
20959710;ACTIVO;523375;
20959712;ACTIVO;523375;
20959713;ACTIVO;523375;
20959714;ACTIVO;523375;
20959715;ACTIVO;523375;
20959716;ACTIVO;523375;
20959717;ACTIVO;523375;
20959718;ACTIVO;523375;
20959719;ACTIVO;523375;
20959720;ACTIVO;523375;
20959721;ACTIVO;523375;
20959722;ACTIVO;523375;
20959723;ACTIVO;523375;
20959724;ACTIVO;523375;
20959725;ACTIVO;523375;
20959726;ACTIVO;523375;
20959727;ACTIVO;523375;
20959728;ACTIVO;523375;
20959729;ACTIVO;523375;
20959730;ACTIVO;523375;
20959731;ACTIVO;523375;
20959732;ACTIVO;523375;
20959733;ACTIVO;523375;
20959734;ACTIVO;523375;
20959735;ACTIVO;523375;
20959736;ACTIVO;523375;
20959737;ACTIVO;523375;
20959738;ACTIVO;523375;
20959739;ACTIVO;523375;
20959740;ACTIVO;523375;
20959741;ACTIVO;523375;
20959742;ACTIVO;523375;
20959743;ACTIVO;523375;
20959744;ACTIVO;523375;
20959745;ACTIVO;523375;
20959746;ACTIVO;523375;
20959747;ACTIVO;523375;
20959748;ACTIVO;523375;
20959749;ACTIVO;523375;
20959750;ACTIVO;523375;
20959751;ACTIVO;523375;
20959752;ACTIVO;523375;
20959762;ACTIVO;20902881;
20959763;ACTIVO;20902881;
20959767;ACTIVO;323411;
20959768;ACTIVO;323411;
20959769;ACTIVO;323411;
20959770;ACTIVO;323411;
20959771;ACTIVO;323411;
20959772;ACTIVO;323411;
20959773;ACTIVO;323411;
20959774;ACTIVO;323411;
20959775;ACTIVO;323411;
20959776;ACTIVO;323411;
20959784;ACTIVO;20537392;
20959785;ACTIVO;20537392;
20959786;ACTIVO;20537392;
20959787;ACTIVO;20537392;
20959788;ACTIVO;20537392;
20959829;ACTIVO;20529279;
20959830;ACTIVO;20529279;
20959831;ACTIVO;20529279;
20959832;ACTIVO;20529279;
20959833;ACTIVO;20529279;
20959834;ACTIVO;20529279;
20959835;ACTIVO;20529279;
20959836;ACTIVO;20529279;
20959851;ACTIVO;20612585;
20959852;ACTIVO;20612585;
20959911;ACTIVO;20895374;
20959912;ACTIVO;20895374;
20959913;ACTIVO;20895374;
20959914;ACTIVO;20895374;
20959915;ACTIVO;20895374;
20959916;ACTIVO;20895374;
20959917;ACTIVO;20895374;
20959918;ACTIVO;20895374;
20959919;ACTIVO;20895374;
20959920;ACTIVO;20895374;
20959921;ACTIVO;20895374;
20959922;ACTIVO;20895374;
20959923;ACTIVO;20895374;
20959924;ACTIVO;20895374;
20959925;ACTIVO;20895374;
20959926;ACTIVO;20895374;
20959927;ACTIVO;20895374;
20959928;ACTIVO;20895374;
20959929;ACTIVO;20895374;
20959930;ACTIVO;20895374;
20959931;ACTIVO;20895374;
20960847;ACTIVO;20232465;
20960848;ACTIVO;20232465;
20960849;ACTIVO;20232465;
20960862;ACTIVO;20422034;
20960863;ACTIVO;20422034;
20960864;ACTIVO;20422034;
20960865;ACTIVO;20422034;
20960866;ACTIVO;20422034;
20960919;ACTIVO;20493660;
20961829;ACTIVO;20340069;
20961830;ACTIVO;20340069;
20961831;ACTIVO;20340069;
20961832;ACTIVO;20340069;
20961833;ACTIVO;20340069;
20961834;ACTIVO;20340069;
20961835;ACTIVO;20340069;
20962513;ACTIVO;20926196;
20962514;ACTIVO;20926196;
20962515;ACTIVO;20926196;
20962565;ACTIVO;606110;
20964850;ACTIVO;20806205;
20964851;ACTIVO;20806205;
20964888;ACTIVO;606110;
20965515;ACTIVO;20342407;
20965516;ACTIVO;20342407;
20965517;ACTIVO;20342407;
20965518;ACTIVO;20342407;
20965519;ACTIVO;20342407;
20965520;ACTIVO;20342407;
20965521;ACTIVO;20342407;
20965522;ACTIVO;20342407;
20965523;ACTIVO;20342407;
20965524;ACTIVO;20342407;
20965525;ACTIVO;20342407;
20965526;ACTIVO;20342407;
20965527;ACTIVO;20342407;
20965528;ACTIVO;20342407;
20965529;ACTIVO;20342407;
20965530;ACTIVO;20342407;
20966247;ACTIVO;20857534;
20966248;ACTIVO;20857534;
20966249;ACTIVO;20857534;
20966250;ACTIVO;20857534;
20966273;ACTIVO;20902859, 20902860;20967965
20966273;ACTIVO;20902859, 20902860;20967966
20966273;ACTIVO;20902859, 20902860;20967967
20966273;ACTIVO;20902859, 20902860;20967968
20966273;ACTIVO;20902859, 20902860;20967969
20966273;ACTIVO;20902859, 20902860;20967970
20966273;ACTIVO;20902859, 20902860;20967971
20966273;ACTIVO;20902859, 20902860;20967972
20966717;ACTIVO;52940, 20324940, 20324941;20967958
20966717;ACTIVO;52940, 20324940, 20324941;20967959
20966717;ACTIVO;52940, 20324940, 20324941;20967960
20968162;ACTIVO;20557758, 20557759;20968165
20968162;ACTIVO;20557758, 20557759;20968166
20968162;ACTIVO;20557758, 20557759;20968167
20968162;ACTIVO;20557758, 20557759;20968168
20968162;ACTIVO;20557758, 20557759;20968169
20968162;ACTIVO;20557758, 20557759;20968170
20968162;ACTIVO;20557758, 20557759;20968171
20968162;ACTIVO;20557758, 20557759;20968172
20968162;ACTIVO;20557758, 20557759;20968173
20968216;ACTIVO;20040832;
20968217;ACTIVO;20040832;
20968218;ACTIVO;20040832;
20968219;ACTIVO;20040832;
20968220;ACTIVO;20040832;
20968221;ACTIVO;20040832;
20968222;ACTIVO;20040832;
20968231;ACTIVO;20895375, 20895376;20968595
20968231;ACTIVO;20895375, 20895376;20968596
20968231;ACTIVO;20895375, 20895376;20968597
20968231;ACTIVO;20895375, 20895376;20968598
20968231;ACTIVO;20895375, 20895376;20968599
20968231;ACTIVO;20895375, 20895376;20968600
20968231;ACTIVO;20895375, 20895376;20968601
20968231;ACTIVO;20895375, 20895376;20968602
20968231;ACTIVO;20895375, 20895376;20968603
20968231;ACTIVO;20895375, 20895376;20968604
20968231;ACTIVO;20895375, 20895376;20968605
20968231;ACTIVO;20895375, 20895376;20968606
20968231;ACTIVO;20895375, 20895376;20968607
20968231;ACTIVO;20895375, 20895376;20968608
20968231;ACTIVO;20895375, 20895376;20968609
20968231;ACTIVO;20895375, 20895376;20968610
20968231;ACTIVO;20895375, 20895376;20968611
20968231;ACTIVO;20895375, 20895376;20968612
20968231;ACTIVO;20895375, 20895376;20968613
20968231;ACTIVO;20895375, 20895376;20968614
20968231;ACTIVO;20895375, 20895376;20968615
20968231;ACTIVO;20895375, 20895376;20968616
20968231;ACTIVO;20895375, 20895376;20968617
20968231;ACTIVO;20895375, 20895376;20968618
20968231;ACTIVO;20895375, 20895376;20968619
20968231;ACTIVO;20895375, 20895376;20968620
20969019;CERRADO;373004;20969025
20969020;CERRADO;373004;20969026
20969025;ACTIVO;20677913, 20969019;
20969026;ACTIVO;20677920, 20677921, 20677922, 20677923, 20677924, 20677925, 20677926, 20677927, 20677928, 20677929, 20677930, 20677931, 20677932, 20677933, 20677934, 20677935, 20677936, 20677937, 20677938, 20677939, 20969020;
370108;ACTIVO;20168170;20168170
370108;ACTIVO;20168170;20278863
370108;ACTIVO;20168170;20278864
379008;ACTIVO;1179442, 1179443, 1179444;1179442
379008;ACTIVO;1179442, 1179443, 1179444;1179443
379008;ACTIVO;1179442, 1179443, 1179444;1179444
438339;ACTIVO;300443;606341
438339;ACTIVO;300443;615032
441294;ACTIVO;150114;
452546;ACTIVO;153919;
455565;ACTIVO;392580, 455154;455154
455566;ACTIVO;343473, 455154;455154
507928;ACTIVO;150114;1047613
507928;ACTIVO;150114;20352094
546361;CERRADO;545439, 545454;545439
546361;CERRADO;545439, 545454;545454
546361;CERRADO;545439, 545454;546718
547577;ACTIVO;547170, 547454;
563911;ACTIVO;562247;38416
563911;ACTIVO;562247;562247
570215;ACTIVO;532025;20066438
581010;ACTIVO;274001, 276793, 547284, 569357;
616162;ACTIVO;439657;20340629
616956;CERRADO;601038;20712963
616956;CERRADO;601038;20712964
616956;CERRADO;601038;20712965
616956;CERRADO;601038;20712966
620602;ACTIVO;300443;
622157;ACTIVO;621570;
645329;ACTIVO;357077;20652620
645329;ACTIVO;357077;20730026
645329;ACTIVO;357077;20730027
645329;ACTIVO;357077;20730028
645329;ACTIVO;357077;20730029
645329;ACTIVO;357077;20730030
645329;ACTIVO;357077;20730031
645329;ACTIVO;357077;20730032
657307;CERRADO;979497;1045350
662167;ACTIVO;658256;665843
664168;ACTIVO;532025;
665322;ACTIVO;150114;
66596;ACTIVO;462292, 695024, 790793, 791089;695024
66596;ACTIVO;462292, 695024, 790793, 791089;790793
66596;ACTIVO;462292, 695024, 790793, 791089;791089
675001;ACTIVO;375101, 375102, 375103, 375104, 375105, 375106, 375107, 375108, 375109, 375110, 375111, 375112, 375113, 375114, 375115, 375116, 375117, 375118, 375119, 375120, 375121, 375122, 375123, 375124, 375125, 375126, 375127, 375128, 375129, 375130, 375131, 375132, 375133, 375134, 375135, 375137, 375138, 375139, 375140, 375141, 375142, 375143, 375145, 553917, 674930;
681051;ACTIVO;661790;
683994;ACTIVO;528944;699326
683994;ACTIVO;528944;702924
683994;ACTIVO;528944;742800
687305;ACTIVO;681625;691625
687305;ACTIVO;681625;20761220
687305;ACTIVO;681625;20761221
687678;ACTIVO;681625;20152808
687678;ACTIVO;681625;20152992
688723;ACTIVO;681625;20603224
688723;ACTIVO;681625;20603225
712659;ACTIVO;300443, 699678;699678
712659;ACTIVO;300443, 699678;712662
712659;ACTIVO;300443, 699678;882533
712659;ACTIVO;300443, 699678;1040301
712659;ACTIVO;300443, 699678;20110566
712659;ACTIVO;300443, 699678;20111622
712659;ACTIVO;300443, 699678;20203785
712659;ACTIVO;300443, 699678;20257903
712659;ACTIVO;300443, 699678;20334705
712659;ACTIVO;300443, 699678;20437868
712659;ACTIVO;300443, 699678;20437869
712659;ACTIVO;300443, 699678;20437870
712659;ACTIVO;300443, 699678;20437871
712659;ACTIVO;300443, 699678;20437872
715209;ACTIVO;20234247;
715210;ACTIVO;20234247;
721566;ACTIVO;532025;20066438
721663;ACTIVO;53215, 721660;721660
721664;ACTIVO;132670, 721660;721660
737706;ACTIVO;737237;
741340;ACTIVO;207277;20795558
745330;ACTIVO;162031;20721177
745330;ACTIVO;162031;20721178
782390;CERRADO;410985;20714321
784829;ACTIVO;484021, 487063;799552
785047;ACTIVO;578006, 578006;
835602;ACTIVO;122221, 526001;20122221
835602;ACTIVO;122221, 526001;20122222
835602;ACTIVO;122221, 526001;20122223
835602;ACTIVO;122221, 526001;20122224
835602;ACTIVO;122221, 526001;20122225
840054;ACTIVO;766802;1075478
840054;ACTIVO;766802;1075479
840275;ACTIVO;766802;20901049
840275;ACTIVO;766802;20901050
840275;ACTIVO;766802;20901051
840275;ACTIVO;766802;20901052
840275;ACTIVO;766802;20901053
845991;ACTIVO;363670;20243071
845991;ACTIVO;363670;20243072
846207;ACTIVO;150588;
866801;ACTIVO;766802;872785
866801;ACTIVO;766802;881116
868122;ACTIVO;341524;1073895
868122;ACTIVO;341524;1112112
868122;ACTIVO;341524;1193893
868330;ACTIVO;718734;
893526;ACTIVO;551936;
897673;ACTIVO;153447;20315596
897673;ACTIVO;153447;20315597
897673;ACTIVO;153447;20315598
897673;ACTIVO;153447;20315599
898088;ACTIVO;853651, 885660;
903107;ACTIVO;882533;
909533;ACTIVO;274395;20202910
909918;ACTIVO;532025;20066438
923422;ACTIVO;503136, 503385;
927492;CERRADO;923735;1102194
934735;ACTIVO;741467;
943974;ACTIVO;911314;
950710;ACTIVO;689193;
969687;ACTIVO;674148;20291407
969687;ACTIVO;674148;20291409
969687;ACTIVO;674148;20291410
969687;ACTIVO;674148;20303825
969687;ACTIVO;674148;20303866
969687;ACTIVO;674148;20391984
969687;ACTIVO;674148;20391985
969687;ACTIVO;674148;20391986
986999;ACTIVO;939913;20043101
986999;ACTIVO;939913;20047333
986999;ACTIVO;939913;20111813
1047613;ACTIVO;507928;20352094
1075478;ACTIVO;840054;20085800
1075478;ACTIVO;840054;20085801
1102194;CERRADO;927492;
1112112;ACTIVO;868122;20522551
1112112;ACTIVO;868122;20522552
1151397;ACTIVO;420566, 20125092;
1151398;ACTIVO;420566, 20125092;
1151400;ACTIVO;420566, 20125092;
1151402;ACTIVO;420566, 20125092;
1179444;ACTIVO;379008;379008
1193641;ACTIVO;1193637, 1193640, 1217519;1217519
1193641;ACTIVO;1193637, 1193640, 1217519;20947169
1193641;ACTIVO;1193637, 1193640, 1217519;20947170
1202139;ACTIVO;1193481;
1202272;ACTIVO;1193628, 1200071;1219278
