no_matricula_inmobiliaria;estado_folio;matriculas_matriz;matriculas_derivadas
20441226;ACTIVO;20410086;
20441227;ACTIVO;20410086;
20441228;ACTIVO;20410086;
20441229;ACTIVO;20410086;
20441230;ACTIVO;20410086;
20441231;ACTIVO;20410086;
20441232;ACTIVO;20410086;
20441233;ACTIVO;20410086;
20441234;ACTIVO;20410086;
20441235;ACTIVO;20410086;
20441236;ACTIVO;20410086;
20441237;ACTIVO;20410086;
20441238;ACTIVO;20410086;
20441239;ACTIVO;20410086;
20441240;ACTIVO;20410086;
20441241;ACTIVO;20410086;
20441242;ACTIVO;20410086;
20441243;ACTIVO;20410086;
20441244;ACTIVO;20410086;
20441245;ACTIVO;20410086;
20441246;ACTIVO;20410086;
20441247;ACTIVO;20410086;
20441249;ACTIVO;20410086;
20441306;ACTIVO;20367222;
20441483;ACTIVO;20343407;
20441484;ACTIVO;20343407;
20441485;ACTIVO;20351228;
20441978;ACTIVO;1203068;
20442604;ACTIVO;20331459;
20443086;ACTIVO;20355247, 20443083;20527709
20443086;ACTIVO;20355247, 20443083;20527710
20443086;ACTIVO;20355247, 20443083;20527711
20443086;ACTIVO;20355247, 20443083;20527712
20443086;ACTIVO;20355247, 20443083;20527713
20443086;ACTIVO;20355247, 20443083;20527714
20443086;ACTIVO;20355247, 20443083;20527715
20443086;ACTIVO;20355247, 20443083;20527716
20443086;ACTIVO;20355247, 20443083;20527717
20443659;ACTIVO;10819, 20441492;20446118
20443659;ACTIVO;10819, 20441492;20446119
20443659;ACTIVO;10819, 20441492;20446120
20443659;ACTIVO;10819, 20441492;20446121
20443669;ACTIVO;20424712;
20444941;ACTIVO;20437412;
20445040;ACTIVO;632195;20445052
20445046;ACTIVO;20299833;20454428
20445046;ACTIVO;20299833;20456916
20445046;ACTIVO;20299833;20456917
20445048;ACTIVO;20299833;20479538
20445048;ACTIVO;20299833;20479539
20445048;ACTIVO;20299833;20479540
20445048;ACTIVO;20299833;20479541
20445048;ACTIVO;20299833;20479542
20445049;ACTIVO;20299833;20468027
20445049;ACTIVO;20299833;20501183
20445049;ACTIVO;20299833;20601357
20445050;ACTIVO;20299833;
20445703;ACTIVO;304927;
20445715;ACTIVO;1034328;
20445716;ACTIVO;1034328;20853326
20445716;ACTIVO;1034328;20853327
20445717;ACTIVO;1034328;
20446111;CERRADO;1011487;20934055
20446111;CERRADO;1011487;20934056
20446111;CERRADO;1011487;20934057
20446111;CERRADO;1011487;20934058
20446118;ACTIVO;20443659;
20446119;ACTIVO;20443659;
20446120;ACTIVO;20443659;
20446121;ACTIVO;20443659;
20447382;ACTIVO;;20509279
20447382;ACTIVO;;20509280
20447382;ACTIVO;;20509281
20447382;ACTIVO;;20509282
20447382;ACTIVO;;20509283
20447382;ACTIVO;;20509284
20447382;ACTIVO;;20509285
20447382;ACTIVO;;20509286
20447382;ACTIVO;;20509287
20447382;ACTIVO;;20509288
20447382;ACTIVO;;20509289
20447382;ACTIVO;;20509290
20447382;ACTIVO;;20509291
20447382;ACTIVO;;20509292
20447382;ACTIVO;;20509293
20447382;ACTIVO;;20509294
20449128;ACTIVO;20385283;
20449153;ACTIVO;20068609;
20449154;ACTIVO;20068609;
20449897;ACTIVO;20152133;
20449999;ACTIVO;1011488;
20451645;ACTIVO;305318;
20454428;ACTIVO;20445046;
20454470;ACTIVO;20379678;
20454471;ACTIVO;20379678;
20454557;ACTIVO;20337028, 20344536, 20443494;
20454985;ACTIVO;20419421;
20455663;ACTIVO;20362841;20488726
20455663;ACTIVO;20362841;20770808
20455737;ACTIVO;20219902;
20455738;ACTIVO;20219902;
20455739;ACTIVO;20219902;
20455740;ACTIVO;20219902;
20455741;ACTIVO;20219902;
20455742;ACTIVO;20219902;
20455743;ACTIVO;20219902;
20455744;ACTIVO;20219902;
20455745;ACTIVO;20219902;
20455746;ACTIVO;20219902;
20455747;ACTIVO;20219902;
20455748;ACTIVO;20219902;
20455749;ACTIVO;20219902;
20455750;ACTIVO;20219902;
20455752;ACTIVO;20219902;
20455753;ACTIVO;20219902;
20455754;ACTIVO;20219902;
20455755;ACTIVO;20219902;
20455756;ACTIVO;20219902;
20455757;ACTIVO;20219902;
20455758;ACTIVO;20219902;
20455759;ACTIVO;20219902;
20455760;ACTIVO;20219902;
20455761;ACTIVO;20219902;
20455762;ACTIVO;20219902;
20455763;ACTIVO;20219902;
20455764;ACTIVO;20219902;
20455765;ACTIVO;20219902;
20455766;ACTIVO;20219902;
20455767;ACTIVO;20219902;
20455768;ACTIVO;20219902;
20455769;ACTIVO;20219902;
20455770;ACTIVO;20219902;
20455771;ACTIVO;20219902;
20455772;ACTIVO;20219902;
20455773;ACTIVO;20219902;
20455774;ACTIVO;20219902;
20455775;ACTIVO;20219902;
20455776;ACTIVO;20219902;
20455777;ACTIVO;20219902;
20455778;ACTIVO;20219902;
20455779;ACTIVO;20219902;
20455780;ACTIVO;20219902;
20455781;ACTIVO;20219902;
20455782;ACTIVO;20219902;
20455783;ACTIVO;20219902;
20455784;ACTIVO;20219902;
20455785;ACTIVO;20219902;
20455786;ACTIVO;20219902;
20455787;ACTIVO;20219902;
20455788;ACTIVO;20219902;
20455789;ACTIVO;20219902;
20455790;ACTIVO;20219902;
20455791;ACTIVO;20219902;
20455792;ACTIVO;20219902;
20455793;ACTIVO;20219902;
20455794;ACTIVO;20219902;
20455795;ACTIVO;20219902;
20455796;ACTIVO;20219902;
20455797;ACTIVO;20219902;
20455798;ACTIVO;20219902;
20455799;ACTIVO;20219902;
20455800;ACTIVO;20219902;
20455801;ACTIVO;20219902;
20455802;ACTIVO;20219902;
20455803;ACTIVO;20219902;
20455804;ACTIVO;20219902;
20455805;ACTIVO;20219902;
20455806;ACTIVO;20219902;
20455807;ACTIVO;20219902;
20455808;ACTIVO;20219902;
20455809;ACTIVO;20219902;
20455810;ACTIVO;20219902;
20455811;ACTIVO;20219902;
20455812;ACTIVO;20219902;
20455813;ACTIVO;20219902;
20455814;ACTIVO;20219902;
20455815;ACTIVO;20219902;
20455816;ACTIVO;20219902;
20455817;ACTIVO;20219902;
20455818;ACTIVO;20219902;
20455819;ACTIVO;20219902;
20455820;ACTIVO;20219902;
20455821;ACTIVO;20219902;
20455822;ACTIVO;20219902;
20455823;ACTIVO;20219902;
20455824;ACTIVO;20219902;
20455825;ACTIVO;20219902;
20456916;ACTIVO;20445046;
20456917;ACTIVO;20445046;
20457077;ACTIVO;20068613;
20457334;ACTIVO;931970;
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20459653
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478471
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478472
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478473
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478474
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478475
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478476
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478477
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478478
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478479
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478480
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478481
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478482
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478483
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478484
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478485
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478486
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478487
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478488
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478489
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478490
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478491
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478492
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478493
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478494
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478495
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478496
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478497
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478498
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478499
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478500
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478501
20459639;ACTIVO;20366054, 20380105, 20380106, 20380107;20478502
20459653;ACTIVO;20459639;
20460582;ACTIVO;20055831;
20460789;ACTIVO;20445047;
20460857;ACTIVO;20460192;
20460858;ACTIVO;20460192;
20460859;ACTIVO;20460192;
20460860;ACTIVO;20460192;
20460870;ACTIVO;532025;
20460871;ACTIVO;532025;
20460873;ACTIVO;532025;
20460896;ACTIVO;20460191;
20460897;ACTIVO;20460191;
20460898;ACTIVO;20460191;
20460899;ACTIVO;20460191;
20460900;ACTIVO;20460191;20873223
20460900;ACTIVO;20460191;20873224
20460901;ACTIVO;20460191;
20461298;ACTIVO;20140938;
20461299;ACTIVO;20140938;
20461300;ACTIVO;20140938;
20461963;ACTIVO;223348;
20461964;ACTIVO;223348;
20461967;ACTIVO;223348;
20461968;ACTIVO;223348;
20462325;ACTIVO;1203068;
20462326;ACTIVO;1203068;20534446
20462326;ACTIVO;1203068;20534447
20462326;ACTIVO;1203068;20534448
20462326;ACTIVO;1203068;20534449
20462326;ACTIVO;1203068;20534450
20462326;ACTIVO;1203068;20534451
20462326;ACTIVO;1203068;20534452
20462326;ACTIVO;1203068;20534453
20462326;ACTIVO;1203068;20534454
20462326;ACTIVO;1203068;20534455
20462326;ACTIVO;1203068;20534456
20462326;ACTIVO;1203068;20534457
20464506;ACTIVO;20065639;
20465187;ACTIVO;315110;
20465192;ACTIVO;1154319;
20465193;ACTIVO;1154319;
20465194;ACTIVO;1154319;20910423
20465194;ACTIVO;1154319;20910424
20465194;ACTIVO;1154319;20910425
20465194;ACTIVO;1154319;20910426
20465194;ACTIVO;1154319;20910427
20465194;ACTIVO;1154319;20910428
20465198;ACTIVO;1200565;
20465308;ACTIVO;578131;
20465533;ACTIVO;20422625;
20465534;ACTIVO;20422625;
20466085;ACTIVO;20115267;
20466086;ACTIVO;421833;
20466089;ACTIVO;888743;20538742
20466089;ACTIVO;888743;20538743
20466089;ACTIVO;888743;20538744
20466093;ACTIVO;687407;
20466124;ACTIVO;20413978;
20466125;ACTIVO;20413978;
20466128;ACTIVO;20417740;
20466129;ACTIVO;20417740;
20466288;ACTIVO;20177093;
20466290;ACTIVO;20177093;
20466295;ACTIVO;20177093;
20466296;ACTIVO;20177093;
20466297;ACTIVO;20177093;
20466560;ACTIVO;341735;20863499
20466560;ACTIVO;341735;20863500
20466560;ACTIVO;341735;20863501
20466560;ACTIVO;341735;20863502
20466560;ACTIVO;341735;20863503
20466567;ACTIVO;20440821;
20466569;ACTIVO;20440821;
20466570;ACTIVO;20440821;
20466571;ACTIVO;20440821;
20466572;ACTIVO;20440823;
20466573;ACTIVO;20440823;
20466574;ACTIVO;20440823;
20466696;ACTIVO;20379665;
20466701;ACTIVO;20379665;
20466702;ACTIVO;20379665;20502496
20466702;ACTIVO;20379665;20509372
20466702;ACTIVO;20379665;20566604
20466702;ACTIVO;20379665;20578894
20466702;ACTIVO;20379665;20578895
20466702;ACTIVO;20379665;20578896
20466702;ACTIVO;20379665;20578897
20466702;ACTIVO;20379665;20578898
20466702;ACTIVO;20379665;20578899
20466702;ACTIVO;20379665;20578900
20466702;ACTIVO;20379665;20578901
20466702;ACTIVO;20379665;20578902
20466702;ACTIVO;20379665;20578903
20466702;ACTIVO;20379665;20578904
20466702;ACTIVO;20379665;20578905
20466702;ACTIVO;20379665;20578906
20466702;ACTIVO;20379665;20578907
20466702;ACTIVO;20379665;20578908
20466702;ACTIVO;20379665;20578909
20466702;ACTIVO;20379665;20578910
20466702;ACTIVO;20379665;20578911
20466702;ACTIVO;20379665;20578912
20466702;ACTIVO;20379665;20578913
20466702;ACTIVO;20379665;20771996
20466702;ACTIVO;20379665;20771997
20466702;ACTIVO;20379665;20771998
20466702;ACTIVO;20379665;20771999
20466702;ACTIVO;20379665;20772000
20466702;ACTIVO;20379665;20772001
20466702;ACTIVO;20379665;20772002
20466702;ACTIVO;20379665;20772003
20466702;ACTIVO;20379665;20772004
20466702;ACTIVO;20379665;20772005
20466702;ACTIVO;20379665;20772006
20466702;ACTIVO;20379665;20772007
20466702;ACTIVO;20379665;20772008
20466702;ACTIVO;20379665;20772009
20466702;ACTIVO;20379665;20772010
20466702;ACTIVO;20379665;20772011
20466702;ACTIVO;20379665;20772012
20466702;ACTIVO;20379665;20772013
20466702;ACTIVO;20379665;20772014
20466702;ACTIVO;20379665;20772015
20466702;ACTIVO;20379665;20772016
20466702;ACTIVO;20379665;20772017
20466703;ACTIVO;20379665;
20466705;ACTIVO;20379665;
20467696;CERRADO;20347518;20782582
20467697;ACTIVO;20347518;
20467793;ACTIVO;430083;20940783
20467793;ACTIVO;430083;20940784
20467795;ACTIVO;430083;
20467855;ACTIVO;20100969;
20468027;ACTIVO;20445049;
20468043;ACTIVO;;
20468065;ACTIVO;288065;
20468173;ACTIVO;558472;
20468710;ACTIVO;207277;
20470568;ACTIVO;1054655;
20470639;ACTIVO;305318;
20470640;ACTIVO;305318;
20470641;ACTIVO;305318;
20471023;ACTIVO;20234241;
20471024;ACTIVO;20234241;
20471025;ACTIVO;20234241;
20471026;ACTIVO;20234241;
20471027;ACTIVO;20234241;
20471028;ACTIVO;20234241;
20471029;ACTIVO;20234241;
20471030;ACTIVO;20234241;
20471031;ACTIVO;20234241;
20471032;ACTIVO;20234241;
20471033;ACTIVO;20234241;
20471034;ACTIVO;20234241;
20471035;ACTIVO;20234241;
20471036;ACTIVO;20234241;
20471037;ACTIVO;20234241;
20471038;ACTIVO;20234241;
20471039;ACTIVO;20234241;
20471040;ACTIVO;20234241;
20471041;ACTIVO;20234241;
20471042;ACTIVO;20234241;
20471044;ACTIVO;20234241;
20471045;ACTIVO;20234241;
20471046;ACTIVO;196400;
20471787;ACTIVO;104161;
20471788;ACTIVO;104161;
20471789;ACTIVO;104161;
20471790;ACTIVO;104161;
20471791;ACTIVO;104161;
20471804;ACTIVO;20106642;20669119
20471804;ACTIVO;20106642;20669919
20472934;ACTIVO;471071;20840876
20472935;ACTIVO;471071;20840876
20472954;ACTIVO;20171889;
20472956;ACTIVO;20171889;20524337
20472956;ACTIVO;20171889;20524338
20472957;ACTIVO;20171889;
20472959;ACTIVO;20171889;20949703
20472959;ACTIVO;20171889;20949704
20472959;ACTIVO;20171889;20949705
20472959;ACTIVO;20171889;20949706
20472963;ACTIVO;20171889;
20472965;ACTIVO;20171889;20680461
20472965;ACTIVO;20171889;20680462
20472966;ACTIVO;20171889;20531117
20472966;ACTIVO;20171889;20531118
20472968;ACTIVO;20171889;
20472969;ACTIVO;20171889;
20472970;ACTIVO;20171889;20625570
20472970;ACTIVO;20171889;20625571
20472971;ACTIVO;20171889;
20472972;ACTIVO;20171889;
20472979;ACTIVO;20171889;
20472980;ACTIVO;20171889;
20472984;ACTIVO;20391570;
20473840;ACTIVO;20234241;
20474512;ACTIVO;20585210;20829685
20474512;ACTIVO;20585210;20829686
20474512;ACTIVO;20585210;20829687
20474512;ACTIVO;20585210;20829688
20474512;ACTIVO;20585210;20829689
20474512;ACTIVO;20585210;20829690
20474512;ACTIVO;20585210;20829691
20474512;ACTIVO;20585210;20829692
20474512;ACTIVO;20585210;20829693
20474512;ACTIVO;20585210;20829694
20474514;ACTIVO;619573;
20474516;ACTIVO;619573;20572175
20474517;ACTIVO;619573;20946647
20474517;ACTIVO;619573;20946648
20474517;ACTIVO;619573;20946649
20474518;ACTIVO;619573;
20474519;ACTIVO;619573;
20474520;ACTIVO;619573;
20474521;ACTIVO;619573;
20474523;ACTIVO;20057750;
20474524;ACTIVO;20057750;
20474525;ACTIVO;20057750;
20474526;ACTIVO;20057750;
20474546;ACTIVO;20379152;
20474612;ACTIVO;362712;20815224
20474613;ACTIVO;362712;20815225
20474614;ACTIVO;362712;
20474615;ACTIVO;362712;
20474616;ACTIVO;362712;
20474617;ACTIVO;362712;
20474618;ACTIVO;362712;
20474619;ACTIVO;362712;
20474620;ACTIVO;362712;
20474621;ACTIVO;362712;
20474622;ACTIVO;362712;
20474623;ACTIVO;362712;
20474624;ACTIVO;362712;
20474625;ACTIVO;362712;20943678
20474625;ACTIVO;362712;20943679
20474626;ACTIVO;362712;
20474627;ACTIVO;362712;
20474628;ACTIVO;362712;
20474629;ACTIVO;362712;20815226
20475370;ACTIVO;20029743;
20475376;ACTIVO;20029743;20777387
20475376;ACTIVO;20029743;20777388
20475376;ACTIVO;20029743;20777389
20475376;ACTIVO;20029743;20777390
20475377;ACTIVO;20029743;
20475386;ACTIVO;20475383, 20475384;
20475414;ACTIVO;20193745;
20475415;ACTIVO;20193745;
20475416;ACTIVO;20193745;
20475417;ACTIVO;20193745;
20475418;ACTIVO;20193745;
20475453;ACTIVO;20418783;20631516
20475453;ACTIVO;20418783;20631517
20475453;ACTIVO;20418783;20631518
20475688;ACTIVO;558472;
20475743;ACTIVO;20475719;
20475744;ACTIVO;20475719;20492541
20475744;ACTIVO;20475719;20492542
20475744;ACTIVO;20475719;20492543
20475744;ACTIVO;20475719;20501174
20475744;ACTIVO;20475719;20501175
20475744;ACTIVO;20475719;20501176
20475744;ACTIVO;20475719;20501177
20475744;ACTIVO;20475719;20501178
20475744;ACTIVO;20475719;20501179
20476105;ACTIVO;566954;
20476106;ACTIVO;566954;20669314
20476106;ACTIVO;566954;20669315
20476107;ACTIVO;566954;
20476400;ACTIVO;871136;
20476401;ACTIVO;871136;
20476402;ACTIVO;871136;
20476433;ACTIVO;305317;20498434
20476433;ACTIVO;305317;20498435
20476507;ACTIVO;632195;
20476508;ACTIVO;632195;
20476509;ACTIVO;632195;
20477806;ACTIVO;513765;
20478471;ACTIVO;20459639;
20478472;ACTIVO;20459639;
20478473;ACTIVO;20459639;
20478474;ACTIVO;20459639;
20478475;ACTIVO;20459639;
20478476;ACTIVO;20459639;
20478478;ACTIVO;20459639;
20478480;ACTIVO;20459639;
20478481;ACTIVO;20459639;
20478482;ACTIVO;20459639;
20478483;ACTIVO;20459639;
20478484;ACTIVO;20459639;
20478485;ACTIVO;20459639;
20478486;ACTIVO;20459639;
20478487;ACTIVO;20459639;
20478488;ACTIVO;20459639;
20478489;ACTIVO;20459639;
20478490;ACTIVO;20459639;
20478491;ACTIVO;20459639;
20478492;ACTIVO;20459639;
20478493;ACTIVO;20459639;
20478494;ACTIVO;20459639;
20478495;ACTIVO;20459639;
20478496;ACTIVO;20459639;
20478497;ACTIVO;20459639;
20478498;ACTIVO;20459639;
20478499;ACTIVO;20459639;
20478500;ACTIVO;20459639;
20478501;ACTIVO;20459639;
20478502;ACTIVO;20459639;
20479526;ACTIVO;213559;
20479530;ACTIVO;213559;
20479538;ACTIVO;20445048;
20479539;ACTIVO;20445048;
20479541;ACTIVO;20445048;
20479542;ACTIVO;20445048;20868122
20479542;ACTIVO;20445048;20868123
20479675;ACTIVO;20165959;
20479676;ACTIVO;20165959;
20479677;ACTIVO;20253546;
