no_matricula_inmobiliaria;estado_folio;matriculas_matriz;matriculas_derivadas
20841005;ACTIVO;445696;20841008
20841005;ACTIVO;445696;20841009
20841005;ACTIVO;445696;20841010
20841005;ACTIVO;445696;20841011
20841005;ACTIVO;445696;20841012
20841005;ACTIVO;445696;20841013
20841005;ACTIVO;445696;20841014
20841005;ACTIVO;445696;20841015
20841005;ACTIVO;445696;20841016
20841005;ACTIVO;445696;20841017
20841007;ACTIVO;;
20841023;ACTIVO;;
20841045;ACTIVO;20793137;
20841046;ACTIVO;20793137;
20841047;ACTIVO;20793137;20915185
20841047;ACTIVO;20793137;20915186
20841179;ACTIVO;20428236;
20841180;ACTIVO;20428236;
20841305;ACTIVO;20549267;
20841306;ACTIVO;20549267;
20841316;ACTIVO;20702429;
20841317;ACTIVO;20702429;
20841318;ACTIVO;20702429;
20841319;ACTIVO;20702429;
20841320;ACTIVO;20702429;
20841321;ACTIVO;20702429;
20841671;ACTIVO;20508990;
20841672;ACTIVO;20508990;
20841673;ACTIVO;20508990;
20841674;ACTIVO;20508990;
20841675;ACTIVO;20508990;
20841676;ACTIVO;20508990;
20841711;ACTIVO;20774034;
20841712;ACTIVO;20774034;
20841733;ACTIVO;504483;
20841734;ACTIVO;504483;
20841909;ACTIVO;388329;20866440
20841909;ACTIVO;388329;20866441
20841909;ACTIVO;388329;20866442
20841910;ACTIVO;388329;20938616
20841910;ACTIVO;388329;20938617
20841911;ACTIVO;388329;20943680
20841911;ACTIVO;388329;20943681
20841911;ACTIVO;388329;20943682
20841911;ACTIVO;388329;20943683
20841911;ACTIVO;388329;20943684
20841911;ACTIVO;388329;20943685
20841913;ACTIVO;388329;
20841914;ACTIVO;388329;
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20845228
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20845229
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20845230
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850784
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850785
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850786
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850787
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850788
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850789
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850790
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850791
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850792
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850793
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850794
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850795
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850796
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850797
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850798
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850799
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850800
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850801
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850802
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850803
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850804
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850805
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850806
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850807
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850808
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850809
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850810
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850811
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850812
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850813
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850814
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850815
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850816
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850817
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850818
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850819
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850820
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850821
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850822
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850823
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20850824
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862104
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862105
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862106
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862107
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862108
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862109
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862110
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862111
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862112
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862113
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862114
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862115
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862116
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862117
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862118
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862119
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862120
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862121
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862122
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862123
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862124
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862125
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862126
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862127
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862128
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862129
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862130
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862131
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862132
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862133
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862134
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862135
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862136
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862137
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862138
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862139
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862140
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862141
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862142
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20862143
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899201
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899202
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899203
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899204
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899205
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899206
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899207
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899208
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899209
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899210
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899211
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899212
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899213
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899214
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899215
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899216
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899217
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899218
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899219
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899220
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899221
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899222
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899223
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899224
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899225
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899226
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899227
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899228
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899229
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899230
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899231
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899232
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899233
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899234
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899235
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899236
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899237
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899238
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899239
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899240
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899241
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899242
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899243
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899244
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899245
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899246
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20899247
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914555
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914556
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914557
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914558
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914559
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914560
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914561
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914562
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914563
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914564
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914565
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914566
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914567
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914568
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914569
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914570
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914571
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914572
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914573
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914574
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914575
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914576
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914577
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914578
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914579
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914580
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914581
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914582
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914583
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914584
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914585
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914586
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914587
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914588
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914589
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914590
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914591
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914592
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914593
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914594
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914595
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914596
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914597
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20914598
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924593
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924594
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924595
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924596
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924597
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924598
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924599
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924600
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924601
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924602
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924603
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924604
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924605
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924606
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924607
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924608
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924609
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924610
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924611
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924612
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924613
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924614
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924615
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924616
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924617
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924618
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924619
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924620
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924621
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924622
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924623
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924624
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924625
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924626
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924627
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924628
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924629
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924630
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924631
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924632
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20924633
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948323
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948324
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948325
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948326
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948327
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948328
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948329
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948330
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948331
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948332
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948333
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948334
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948335
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948336
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948337
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948338
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948339
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948340
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948341
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948342
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948343
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948344
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948345
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948346
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948347
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948348
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948349
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948350
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948351
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948352
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948353
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948354
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948355
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948356
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948357
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948358
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948359
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948360
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948361
20842641;ACTIVO;536903, 698238, 890880, 20034279, 20107147;20948362
20842669;ACTIVO;20754145;
20842670;ACTIVO;20754145;
20842671;ACTIVO;20754145;
20842672;ACTIVO;20754145;
20842673;ACTIVO;20754145;
20842674;ACTIVO;20754145;
20842675;ACTIVO;20754145;
20842676;ACTIVO;20754145;
20842677;ACTIVO;20754145;
20842678;ACTIVO;20754145;
20842679;ACTIVO;20754145;
20842680;ACTIVO;20754145;
20842681;ACTIVO;20754145;
20842682;ACTIVO;20754145;
20842683;ACTIVO;20754145;
20842684;ACTIVO;20754145;
20842685;ACTIVO;20754145;
20842686;ACTIVO;20754145;
20842952;ACTIVO;20655224;
20842953;ACTIVO;20655224;
20843780;ACTIVO;20662133;
20843781;ACTIVO;20662133;
20843873;ACTIVO;20843855;
20843874;ACTIVO;20843855;
20843875;ACTIVO;20843855;
20843876;ACTIVO;20843855;
20843877;ACTIVO;20843855;
20843878;ACTIVO;20843855;
20843879;ACTIVO;20843855;
20843880;ACTIVO;20843855;
20843881;ACTIVO;20843855;
20843882;ACTIVO;20843855;
20843883;ACTIVO;20843855;
20843884;ACTIVO;20843855;
20843886;ACTIVO;20843855;
20843887;ACTIVO;20843855;
20843888;ACTIVO;20843855;
20843889;ACTIVO;20843855;
20843890;ACTIVO;20843855;
20843891;ACTIVO;20843855;
20843892;ACTIVO;20843855;
20843893;ACTIVO;20843855;
20843894;ACTIVO;20843855;
20843895;ACTIVO;20843855;
20843896;ACTIVO;20843855;
20843897;ACTIVO;20843855;
20843898;ACTIVO;20843855;
20843899;ACTIVO;20843855;
20843900;ACTIVO;20843855;
20843901;ACTIVO;20843855;
20843902;ACTIVO;20843855;
20843903;ACTIVO;20843855;
20843904;ACTIVO;20843855;
20843905;ACTIVO;20843855;
20843906;ACTIVO;20843855;
20843907;ACTIVO;20843855;
20843908;ACTIVO;20843855;
20843909;ACTIVO;20843855;
20843910;ACTIVO;20843855;
20843911;ACTIVO;20843855;
20843912;ACTIVO;20843855;
20843913;ACTIVO;20843855;
20843914;ACTIVO;20843855;
20843915;ACTIVO;20843855;
20843916;ACTIVO;20843855;
20843917;ACTIVO;20843855;
20843918;ACTIVO;20843855;
20843919;ACTIVO;20843855;
20843920;ACTIVO;20843855;
20843921;ACTIVO;20843855;
20843922;ACTIVO;20843855;
20843923;ACTIVO;20843855;
20843924;ACTIVO;20843855;
20843925;ACTIVO;20843855;
20843926;ACTIVO;20843855;
20843927;ACTIVO;20843855;
20843928;ACTIVO;20843855;
20843929;ACTIVO;20843855;
20843930;ACTIVO;20843855;
20843931;ACTIVO;20843855;
20843932;ACTIVO;20843855;
20843933;ACTIVO;20843855;
20843934;ACTIVO;20843855;
20843935;ACTIVO;20843855;
20843936;ACTIVO;20843855;
20843937;ACTIVO;20843855;
20843938;ACTIVO;20843855;
20843939;ACTIVO;20843855;
20843940;ACTIVO;20843855;
20843941;ACTIVO;20843855;
20843942;ACTIVO;20843855;
20843943;ACTIVO;20843855;
20843944;ACTIVO;20843855;
20843945;ACTIVO;20843855;
20843946;ACTIVO;20843855;
20843947;ACTIVO;20843855;
20843948;ACTIVO;20843855;
20843949;ACTIVO;20843855;
20843950;ACTIVO;20843855;
20843951;ACTIVO;20843855;
20843952;ACTIVO;20843855;
20843953;ACTIVO;20843855;
20843954;ACTIVO;20843855;
20843955;ACTIVO;20843855;
20843956;ACTIVO;20843855;
20843957;ACTIVO;20843855;
20843958;ACTIVO;20843855;
20843959;ACTIVO;20843855;
20843960;ACTIVO;20843855;
20843961;ACTIVO;20843855;
20843962;ACTIVO;20843855;
20843963;ACTIVO;20843855;
20843964;ACTIVO;20843855;
20843965;ACTIVO;20843855;
20843966;ACTIVO;20843855;
20843967;ACTIVO;20843855;
20843968;ACTIVO;20843855;
20843969;ACTIVO;20843855;
20843970;ACTIVO;20843855;
20843971;ACTIVO;20843855;
20843972;ACTIVO;20843855;
20843973;ACTIVO;20843855;
20843974;ACTIVO;20843855;
20843975;ACTIVO;20843855;
20843976;ACTIVO;20843855;
20843977;ACTIVO;20843855;
20843978;ACTIVO;20843855;
20843979;ACTIVO;20843855;
20843980;ACTIVO;20843855;
20843981;ACTIVO;20843855;
20843982;ACTIVO;20843855;
20843983;ACTIVO;20843855;
20843984;ACTIVO;20843855;
20843985;ACTIVO;20843855;
20843986;ACTIVO;20843855;
20843987;ACTIVO;20843855;
20843988;ACTIVO;20843855;
20843989;ACTIVO;20843855;
20843990;ACTIVO;20843855;
20843991;ACTIVO;20843855;
20843992;ACTIVO;20843855;
20843993;ACTIVO;20843855;
20843994;ACTIVO;20843855;
20843995;ACTIVO;20843855;
20843996;ACTIVO;20843855;
20843997;ACTIVO;20843855;
20843998;ACTIVO;20843855;
20843999;ACTIVO;20843855;
20844000;ACTIVO;20843855;
20844001;ACTIVO;20843855;
20844002;ACTIVO;20843855;
20844003;ACTIVO;20843855;
20844004;ACTIVO;20843855;
20844005;ACTIVO;20843855;
20844006;ACTIVO;20843855;
20844007;ACTIVO;20843855;
